date,final,a,b,c,d,a1,b1,c1,d1,a2,b2,c2,d2,a3,b3,c3,d3
2009080521,0.138,-3.45,127.97,5.61,4.73,-3.66,127.73,5.98,4.72,-3.75,128.43,6.03,4.79,-3.76,128.17,6.09,4.42
2009080522,0.127,-3.26,130.2,5.05,4.17,-3.36,128.85,5.35,4.15,-3.42,129.53,5.38,4.2,-3.47,129.58,5.45,3.86
2009080523,0.106,-2.93,132.75,4.32,3.57,-2.98,129.82,4.65,3.53,-2.97,130.13,4.61,3.54,-2.9,129.4,4.57,3.17
2009080600,0.053,-2.61,134.95,3.69,3.02,-2.66,131.35,4.02,2.94,-2.59,131.42,3.92,2.95,-2.29,127.76,3.73,2.62
2009080601,0.026,-2.47,133.92,3.56,2.44,-2.4,134.54,3.42,2.55,-1.8,125.24,3.12,2.73,-1.82,123.6,3.28,2.57
2009080602,0.042,-2.34,135.83,3.26,2.08,-2.27,137.57,3.08,2.25,-1.5,123.63,2.71,2.55,-1.66,123.08,3.04,2.27
2009080603,0.026,-2.11,134.27,3.03,1.88,-2,136.84,2.75,1.94,-1.39,125.64,2.39,2.38,-1.73,126.03,2.94,2.17
2009080604,0.037,-1.71,127,2.85,1.87,-1.47,128.22,2.37,1.54,-1.44,133.05,2.11,2.24,-1.91,130.42,2.94,2.28
2009080605,0.026,-1.26,116.74,2.79,2,-0.82,112.2,2.16,1.23,-1.42,139.03,1.88,2.12,-1.98,133.02,2.9,2.49
2009080606,0.026,-0.9,108.53,2.84,2.25,-0.27,96.91,2.27,1.25,-1.06,130.22,1.64,2.03,-1.73,130.42,2.67,2.69
2009080607,0.016,-0.76,105.28,2.87,2.56,0.01,89.85,2.56,1.72,-0.2,96.7,1.73,1.97,-1.03,117.55,2.22,2.77
2009080608,0.011,-0.65,103.65,2.77,2.81,0.12,87.55,2.81,2.38,0.78,71.86,2.5,1.96,-0.13,93.84,1.96,2.69
2009080609,0,-0.37,98.51,2.48,2.88,0.23,85.46,2.89,2.83,1.39,63.79,3.16,2.01,0.6,73.31,2.1,2.45
2009080610,0.021,0.24,83.55,2.1,2.72,0.44,80.85,2.75,2.84,1.3,65.45,3.12,2.15,0.9,67.32,2.33,2.09
2009080611,0.032,0.9,63.13,1.99,2.47,0.63,75.74,2.55,2.62,0.69,75.16,2.71,2.37,0.81,71.23,2.5,1.78
2009080612,0.011,1.28,54.08,2.18,2.35,0.62,75.2,2.43,2.55,-0.05,91.23,2.55,2.65,0.45,80.41,2.69,1.77
2009080613,0,0.29,83.49,2.54,2.87,-0.67,103.22,2.94,2.98,-0.06,91.17,2.98,2.22,-0.01,90.2,2.22,2.52
2009080614,0.005,-0.3,95.84,2.99,3.45,-1.18,108.84,3.65,3.39,-0.66,101.07,3.45,2.69,-0.57,102.02,2.75,2.97
2009080615,0.005,-1.04,105.95,3.78,4.08,-1.66,112.14,4.4,3.89,-1.32,108.68,4.11,3.5,-1.34,110.88,3.75,3.64
2009080616,0.016,-1.81,112.24,4.79,4.56,-2.18,115.57,5.05,4.5,-1.98,113.72,4.91,4.47,-2.19,116.06,4.98,4.43
2009080617,0.042,-2.55,116.18,5.79,4.91,-2.72,118.97,5.61,5.12,-2.61,117.01,5.75,5.37,-3,119.19,6.15,5.2
2009080618,0.079,-3.2,119.18,6.57,5.18,-3.21,121.81,6.09,5.64,-3.18,119.41,6.47,5.92,-3.62,121.46,6.94,5.73
2009080619,0.111,-3.69,122.02,6.96,5.4,-3.61,123.77,6.5,5.96,-3.64,121.42,6.99,5.97,-3.96,123.57,7.16,5.9
2009080620,0.063,-3.97,124.52,7.01,5.51,-3.85,124.96,6.72,6.04,-3.93,123.01,7.21,5.61,-4.02,125.59,6.9,5.78
2009080621,0.085,-4,126.16,6.77,5.41,-3.87,125.56,6.65,5.85,-3.95,124.01,7.06,5.05,-3.84,127.23,6.35,5.47
2009080622,0.19,-3.74,126.45,6.3,5.05,-3.64,125.79,6.23,5.38,-3.68,124.35,6.51,4.45,-3.48,128.01,5.65,5.07
2009080623,0.302,-3.32,126.13,5.63,4.45,-3.28,126.44,5.53,4.68,-3.26,124.82,5.71,3.87,-3.03,128.05,4.91,4.55
2009080700,0.201,-2.87,126.67,4.81,3.66,-2.95,128.9,4.7,3.86,-2.9,126.91,4.82,3.32,-2.58,127.82,4.2,3.86
2009080701,0.095,-2.75,134.79,3.9,2.99,-2.72,132.35,4.04,2.83,-2.21,128.01,3.59,2.9,-1.91,123.35,3.47,2.77
2009080702,0.021,-2.55,142.11,3.23,2.24,-2.62,139.52,3.45,2.39,-1.95,129.14,3.08,2.5,-1.45,120.15,2.89,1.98
2009080703,0.037,-2.18,144.73,2.66,1.78,-2.41,143.56,3,1.98,-1.77,131.8,2.66,2.22,-1.35,121.24,2.6,1.54
2009080704,0.058,-1.54,134.28,2.2,1.71,-1.98,139.17,2.62,1.59,-1.68,136.59,2.32,2,-1.47,126.19,2.48,1.58
2009080705,0.048,-0.87,115.35,2.04,1.81,-1.49,129.42,2.34,1.21,-1.64,143.48,2.04,1.79,-1.66,132.81,2.44,1.84
2009080706,0.032,-0.5,104.09,2.04,1.78,-1.17,123.19,2.13,0.84,-1.59,152.14,1.8,1.52,-1.77,139.33,2.33,1.98
2009080707,0.016,-0.61,109.57,1.83,1.41,-1.17,129.52,1.83,0.47,-1.5,162.54,1.57,1.13,-1.66,145.84,2.01,1.72
2009080708,0.021,-0.97,129.14,1.53,0.78,-1.31,149.18,1.52,0.09,-1.32,176.14,1.32,0.65,-1.39,155.05,1.53,1.19
2009080709,0.005,-1.19,154.23,1.32,0.04,-1.34,178.09,1.34,-0.32,-1,197.84,1.05,0.12,-1.04,173.45,1.05,0.58
2009080710,0.005,-1.01,176.71,1.01,-0.64,-1.07,210.84,1.25,-0.75,-0.53,234.68,0.92,-0.39,-0.68,210.14,0.78,0.06
2009080711,0.005,-0.56,208.02,0.63,-1.12,-0.64,240.29,1.29,-1.09,0.01,270.51,1.09,-0.76,-0.32,247.02,0.82,-0.3
2009080712,0.005,-0.06,263.08,0.46,-1.27,-0.26,258.3,1.3,-1.19,0.52,293.72,1.3,-0.82,0.03,272.27,0.82,-0.46
2009080713,0,-0.1,263.97,0.99,-0.97,0.91,313.21,1.33,-0.49,0.37,306.49,0.61,-0.55,-0.05,264.81,0.55,-0.98
2009080714,0,-0.17,246.12,0.42,-0.47,1.07,336.27,1.17,0.07,0.57,6.9,0.58,-0.38,0,270.1,0.38,-0.38
2009080715,0,-0.42,137.84,0.56,0.21,0.9,13.44,0.92,0.65,0.53,50.53,0.84,0.07,-0.02,102.69,0.08,0.38
2009080716,0,-0.8,125.09,1.39,0.98,0.38,68.89,1.05,1.07,0.19,79.97,1.09,0.68,-0.07,95.7,0.68,1.14
2009080717,0,-1.18,123.96,2.12,1.64,-0.2,97.06,1.66,1.35,-0.25,100.65,1.37,1.29,-0.11,94.95,1.3,1.76
2009080718,0.005,-1.43,124.12,2.55,2.02,-0.47,103.19,2.08,1.54,-0.52,108.69,1.63,1.76,-0.11,93.44,1.76,2.11
2009080719,0.011,-1.43,124.3,2.54,1.98,-0.18,95.17,1.99,1.68,-0.42,103.9,1.73,1.94,-0.02,90.45,1.94,2.1
2009080720,0.016,-1.24,124.97,2.16,1.6,0.47,73.58,1.67,1.66,-0.03,90.88,1.66,1.81,0.15,85.21,1.82,1.77
2009080721,0.011,-0.94,127.77,1.53,1.05,1.16,42.1,1.56,1.35,0.48,70.22,1.43,1.35,0.38,74.4,1.4,1.21
2009080722,0,-0.6,139.73,0.78,0.43,1.62,14.99,1.68,0.67,0.97,34.69,1.19,0.59,0.65,42.52,0.88,0.51
2009080723,0,-0.2,231.65,0.32,-0.17,1.88,354.73,1.89,-0.18,1.4,352.49,1.41,-0.28,0.95,343.36,0.99,-0.25
2009080800,0,0.31,287.95,1,-0.74,2.04,340.15,2.17,-1,1.75,330.3,2.01,-1.06,1.28,320.51,1.66,-0.95
2009080801,0.005,2.16,330.57,2.48,-1.57,1.99,321.71,2.54,-1.55,1.62,316.25,2.24,-1.15,2.3,333.41,2.57,-1.22
2009080802,0.095,2.23,324.24,2.75,-1.91,2.12,317.88,2.85,-1.79,1.89,316.51,2.61,-1.55,2.56,328.8,2.99,-1.61
2009080803,0.254,2.21,319.54,2.91,-2.06,2.09,315.47,2.93,-1.87,2.01,317.14,2.74,-1.73,2.43,324.53,2.98,-1.89
2009080804,0.317,2.09,315.48,2.93,-2.06,1.93,313.1,2.82,-1.85,1.93,316.32,2.67,-1.76,2.05,319.37,2.7,-2.06
2009080805,0.402,1.92,312.14,2.87,-2.02,1.76,311,2.68,-1.8,1.75,314.18,2.51,-1.72,1.63,313.34,2.37,-2.13
2009080806,0.476,1.79,310.24,2.77,-2.04,1.74,310.35,2.68,-1.79,1.58,311.51,2.39,-1.7,1.35,308.53,2.17,-2.11
2009080807,0.444,1.74,310.38,2.69,-2.22,1.98,311.72,2.97,-1.87,1.55,309.55,2.43,-1.76,1.38,308.12,2.24,-2.05
2009080808,0.646,1.79,311.13,2.72,-2.58,2.4,312.94,3.52,-2.06,1.64,308.62,2.63,-1.92,1.61,310.02,2.51,-2.05
2009080809,0.767,1.9,310.48,2.93,-3.12,2.85,312.43,4.22,-2.34,1.86,308.48,3,-2.17,1.88,310.94,2.88,-2.23
2009080810,0.661,2.08,307.73,3.4,-3.82,3.21,310.08,4.99,-2.73,2.19,308.79,3.5,-2.51,2.09,309.71,3.27,-2.69
2009080811,0.677,2.31,304.82,4.04,-4.54,3.45,307.24,5.71,-3.18,2.62,309.48,4.11,-2.94,2.32,308.28,3.75,-3.32
2009080812,0.847,2.58,303,4.74,-5.11,3.53,304.69,6.21,-3.65,3.12,310.53,4.8,-3.47,2.75,308.37,4.42,-3.97
2009080813,0.799,3.46,302.75,6.4,-4.09,3.67,311.91,5.5,-4.06,3.44,310.26,5.32,-4.52,4.61,315.55,6.46,-5.39
2009080814,0.772,3.36,301.73,6.39,-4.46,4.25,313.66,6.16,-4.58,4.2,312.52,6.22,-4.69,5,316.82,6.86,-5.44
2009080815,0.709,3.37,302.16,6.34,-4.67,4.81,315.87,6.7,-4.87,4.77,314.39,6.82,-4.73,5.01,316.62,6.89,-5.36
2009080816,0.81,3.58,304.28,6.36,-4.68,5.29,318.46,7.06,-4.82,4.94,315.7,6.9,-4.69,4.77,315.51,6.69,-5.26
2009080817,0.81,3.81,306.59,6.39,-4.59,5.55,320.43,7.2,-4.56,4.8,316.46,6.62,-4.6,4.49,314.28,6.43,-5.13
2009080818,0.698,3.8,307.35,6.26,-4.49,5.47,320.6,7.07,-4.29,4.51,316.42,6.22,-4.54,4.39,314.02,6.31,-4.97
2009080819,0.667,3.38,305.2,5.86,-4.47,4.95,317.95,6.67,-4.16,4.19,315.26,5.9,-4.54,4.6,315.39,6.47,-4.79
2009080820,0.524,2.71,300.62,5.32,-4.48,4.22,313.29,6.16,-4.12,3.87,313.24,5.66,-4.57,4.88,316.89,6.69,-4.58
2009080821,0.471,2.02,294.97,4.78,-4.48,3.57,308.58,5.73,-4.09,3.52,310.76,5.4,-4.58,4.88,316.82,6.69,-4.33
2009080822,0.397,1.5,290.24,4.33,-4.4,3.2,306.06,5.44,-3.99,3.14,308.2,5.07,-4.51,4.36,314.01,6.28,-4.07
2009080823,0.228,1.16,287.12,3.94,-4.27,3.03,305.33,5.23,-3.8,2.75,305.91,4.69,-4.35,3.57,309.36,5.63,-3.77
2009080900,0.127,0.97,285.75,3.58,-4.12,2.87,304.83,5.02,-3.52,2.42,304.44,4.27,-4.08,2.88,305.21,5,-3.44
2009080901,0.111,2.6,303.2,4.75,-3.17,2.17,304.4,3.84,-3.71,2.55,304.53,4.5,-2.62,2.42,312.71,3.57,-3.97
2009080902,0.111,2.29,301.06,4.44,-2.78,1.99,305.66,3.42,-3.33,2.44,306.24,4.13,-2.03,1.98,314.32,2.84,-3.8
2009080903,0.116,2.04,299.83,4.11,-2.38,1.84,307.7,3.01,-3.07,2.3,306.86,3.84,-1.7,1.69,314.86,2.4,-3.57
2009080904,0.079,1.94,300.89,3.78,-2.03,1.68,309.6,2.64,-3.02,1.99,303.33,3.61,-1.59,1.53,313.94,2.2,-3.25
2009080905,0.095,1.92,303.49,3.48,-1.78,1.48,309.71,2.31,-3.06,1.68,298.68,3.49,-1.63,1.47,312.13,2.19,-2.9
2009080906,0.127,1.88,305.82,3.2,-1.68,1.2,305.5,2.06,-3.05,1.65,298.38,3.47,-1.77,1.51,310.46,2.32,-2.6
2009080907,0.127,1.74,305.94,2.96,-1.76,0.85,295.63,1.95,-2.88,2.07,305.74,3.54,-1.95,1.61,309.46,2.53,-2.4
2009080908,0.365,1.54,303.65,2.77,-1.98,0.58,286.31,2.06,-2.66,2.7,315.39,3.79,-2.15,1.7,308.36,2.74,-2.31
2009080909,0.307,1.32,299.66,2.67,-2.24,0.59,284.63,2.32,-2.56,3.17,321.03,4.08,-2.34,1.71,306.23,2.9,-2.32
2009080910,0.344,1.14,295.36,2.67,-2.47,0.98,291.59,2.65,-2.69,3.25,320.41,4.21,-2.49,1.6,302.71,2.96,-2.41
2009080911,0.026,1.04,292.54,2.73,-2.54,1.55,301.34,2.98,-2.81,3.1,317.81,4.18,-2.62,1.5,299.8,3.01,-2.52
2009080912,0.497,1.06,292.63,2.77,-2.35,2.02,310.67,3.1,-2.65,3,318.62,4,-2.74,1.6,300.27,3.17,-2.55
2009080913,0.72,2.18,320.45,2.83,-1.98,3.12,327.57,3.7,-2.83,2.01,305.37,3.47,-1.81,2.96,328.52,3.47,-1.8
2009080914,0.667,2.12,336.51,2.32,-0.91,3.15,343.81,3.28,-2.66,2.53,313.67,3.67,-1,3.31,343.16,3.46,-0.92
2009080915,0.349,2,6.74,2.01,0.39,2.67,8.41,2.7,-1.95,2.92,326.28,3.51,0.31,2.85,6.26,2.86,0.24
2009080916,0.122,1.89,39.65,2.46,1.77,1.42,51.38,2.27,-0.56,2.93,349.14,2.99,1.87,1.82,45.75,2.61,1.57
2009080917,0.005,1.62,59.69,3.2,3.03,-0.21,93.94,3.04,1.12,2.51,24.14,2.75,3.32,0.51,81.29,3.35,2.77
2009080918,0,0.9,75.4,3.58,4,-1.65,112.39,4.32,2.61,1.62,58.19,3.07,4.26,-0.81,100.75,4.34,3.47
2009080919,0,-0.37,96.19,3.46,4.52,-2.47,118.68,5.15,3.5,0.3,85.16,3.51,4.46,-1.88,112.92,4.84,3.44
2009080920,0,-1.77,120.68,3.47,4.64,-2.8,121.11,5.42,3.87,-1.14,106.41,4.04,4.13,-2.64,122.58,4.9,2.99
2009080921,0.005,-2.72,136.92,3.72,4.46,-2.89,122.95,5.32,3.92,-2.31,120.5,4.55,3.63,-3.03,129.81,4.73,2.54
2009080922,0.111,-2.8,139.13,3.7,4.07,-2.94,125.8,5.02,3.8,-2.91,127.39,4.79,3.25,-3.04,133.13,4.45,2.42
2009080923,0.085,-2.29,132.37,3.4,3.54,-2.86,128.99,4.55,3.55,-2.95,129.67,4.62,2.96,-2.8,133.41,4.07,2.51
2009081000,0.032,-1.64,122.43,3.07,2.92,-2.54,130.94,3.87,3.18,-2.53,128.49,4.06,2.65,-2.42,132.42,3.59,2.59
2009081001,0.037,-1.9,129.51,2.98,2.68,-1.78,123.62,3.22,2.27,-2.05,132.03,3.06,2.72,-1.95,125.63,3.35,2.3
2009081002,0.053,-1.17,124.3,2.08,2.11,-1.04,116.15,2.36,1.86,-1.7,132.44,2.52,2.62,-1.77,124.01,3.16,1.72
2009081003,0.09,-0.65,118.26,1.38,1.53,-0.65,113.22,1.66,1.5,-1.4,133.08,2.05,2.38,-1.43,120.92,2.78,1.22
2009081004,0.048,-0.55,123.43,1,0.98,-0.86,131.35,1.3,1.24,-1.15,132.99,1.69,2.07,-1.01,115.92,2.3,0.83
2009081005,0.016,-0.69,141.71,0.88,0.55,-1.32,157.39,1.43,1.07,-0.97,132.15,1.44,1.74,-0.59,108.87,1.83,0.55
2009081006,0.021,-0.82,158.71,0.88,0.34,-1.57,167.74,1.61,0.94,-0.83,131.31,1.25,1.45,-0.29,101.17,1.48,0.32
2009081007,0.005,-0.72,171.29,0.73,0.4,-1.27,162.63,1.33,0.82,-0.73,131.67,1.1,1.25,-0.16,97.11,1.26,0.11
2009081008,0,-0.45,196.12,0.47,0.58,-0.59,135.3,0.83,0.65,-0.64,134.67,0.91,1.14,-0.18,98.85,1.15,-0.13
2009081009,0.011,-0.09,259.02,0.47,0.72,0.16,77.79,0.74,0.37,-0.53,144.67,0.65,1.07,-0.3,105.49,1.11,-0.46
2009081010,0.005,0.27,286.91,0.94,0.68,0.71,43.69,0.99,-0.03,-0.36,185.29,0.36,1.03,-0.46,114.18,1.13,-0.9
2009081011,0,0.63,295.08,1.49,0.53,1.04,26.86,1.17,-0.47,-0.14,253.45,0.49,0.98,-0.61,121.83,1.16,-1.35
2009081012,0.053,0.99,300.82,1.93,0.38,1.16,17.91,1.22,-0.82,0.11,277.36,0.83,0.9,-0.68,126.75,1.13,-1.66
2009081013,0.053,1.08,17.18,1.13,-0.95,0.36,290.68,1.02,0.79,-0.62,128.13,1.01,0.72,-0.41,119.63,0.83,0.33
2009081014,0.005,0.8,32.56,0.95,-0.82,0.58,305.24,1,0.75,-0.53,125.39,0.92,1.07,-0.28,104.59,1.11,0.51
2009081015,0,0.34,71.61,1.07,-0.37,0.71,332.35,0.81,0.89,-0.51,119.84,1.03,1.62,-0.47,106.08,1.69,1.02
2009081016,0,-0.29,98.73,1.91,0.38,0.72,27.81,0.81,1.31,-0.66,116.57,1.47,2.28,-0.87,110.89,2.44,1.89
2009081017,0.011,-1.03,109.79,3.03,1.28,0.54,67.12,1.38,1.88,-0.95,116.77,2.1,2.93,-1.34,114.61,3.22,2.85
2009081018,0.016,-1.8,116.79,3.99,2.1,0.11,86.95,2.1,2.42,-1.35,119.16,2.77,3.47,-1.73,116.58,3.88,3.56
2009081019,0.042,-2.52,123.79,4.53,2.68,-0.56,101.89,2.74,2.79,-1.81,122.96,3.32,3.79,-1.94,117.08,4.26,3.77
2009081020,0.032,-3.06,130.23,4.74,2.99,-1.3,113.44,3.26,2.95,-2.21,126.75,3.69,3.86,-2.02,117.62,4.35,3.62
2009081021,0.048,-3.28,134.22,4.7,3.02,-1.83,121.28,3.53,2.92,-2.42,129.64,3.79,3.62,-2.08,119.85,4.17,3.37
2009081022,0.032,-3.08,133.88,4.44,2.79,-1.99,125.56,3.43,2.69,-2.35,131.14,3.57,3.08,-2.18,125.26,3.78,3.2
2009081023,0.011,-2.62,130.42,4.04,2.41,-1.87,127.76,3.05,2.35,-2.08,131.57,3.14,2.41,-2.24,132.86,3.29,3.08
2009081100,0.037,-2.13,126.21,3.6,2.01,-1.61,128.66,2.57,1.99,-1.74,131.16,2.64,1.8,-2.11,139.57,2.77,2.91
2009081101,0.058,-1.36,128.61,2.17,1.7,-1.43,130.06,2.22,1.4,-1.72,140.96,2.22,1.87,-1.48,128.42,2.39,1.7
2009081102,0.079,-1.18,127.8,1.92,1.49,-1.19,128.6,1.9,1.19,-1.25,136.33,1.73,1.6,-1.13,125.15,1.96,1.52
2009081103,0.053,-1.13,126.86,1.88,1.34,-1.03,127.47,1.69,1.12,-0.92,129.36,1.45,1.41,-0.95,123.91,1.69,1.5
2009081104,0.032,-1.23,126.66,2.06,1.26,-0.97,127.55,1.59,1.12,-0.89,128.44,1.43,1.27,-0.9,125.33,1.56,1.65
2009081105,0.074,-1.42,127.4,2.35,1.21,-0.98,129.06,1.56,1.16,-1.04,131.96,1.56,1.21,-0.97,128.72,1.56,1.86
2009081106,0.016,-1.62,129.03,2.58,1.19,-1.06,131.73,1.59,1.23,-1.21,134.43,1.72,1.23,-1.13,132.35,1.67,2
2009081107,0.016,-1.76,131.6,2.65,1.17,-1.18,135.11,1.66,1.31,-1.25,133.54,1.81,1.33,-1.33,134.98,1.88,1.98
2009081108,0.048,-1.84,134.6,2.62,1.18,-1.34,138.55,1.78,1.4,-1.25,131.59,1.88,1.46,-1.58,137.14,2.15,1.87
2009081109,0.026,-1.9,137,2.6,1.24,-1.55,141.28,1.99,1.5,-1.33,131.57,2.01,1.57,-1.85,139.66,2.43,1.77
2009081110,0.021,-1.96,137.92,2.65,1.38,-1.83,142.99,2.29,1.6,-1.6,134.9,2.26,1.61,-2.14,143.07,2.68,1.77
2009081111,0.053,-2.05,138.66,2.74,1.52,-2.11,144.29,2.6,1.67,-1.95,139.51,2.57,1.55,-2.42,147.48,2.87,1.81
2009081112,0.048,-2.19,140.98,2.82,1.61,-2.37,145.88,2.86,1.66,-2.28,143.93,2.82,1.35,-2.67,153.16,2.99,1.78
2009081113,0.074,-2.55,148.04,3.01,1.57,-2.48,147.69,2.94,1.04,-2.85,160.02,3.03,0.51,-2.98,170.37,3.02,1.59
2009081114,0.101,-2.66,149.7,3.08,1.48,-2.58,150.08,2.98,0.79,-2.99,165.25,3.09,0.45,-3.06,171.67,3.09,1.56
2009081115,0.079,-2.72,149.42,3.16,1.52,-2.62,149.85,3.03,0.82,-3.1,165.14,3.21,0.94,-3.09,163.02,3.23,1.61
2009081116,0.069,-2.73,146.36,3.28,1.76,-2.65,146.33,3.18,1.29,-3.21,158.16,3.46,1.77,-3.08,150.04,3.55,1.82
2009081117,0.042,-2.76,141.84,3.51,2.17,-2.71,141.35,3.47,2,-3.31,148.85,3.86,2.65,-3.08,139.23,4.06,2.17
2009081118,0.058,-2.85,137.62,3.85,2.65,-2.85,137.03,3.89,2.7,-3.39,141.43,4.34,3.28,-3.14,133.73,4.54,2.6
2009081119,0.138,-3.02,134.85,4.29,3.14,-3.09,134.47,4.41,3.19,-3.45,137.27,4.69,3.43,-3.28,133.68,4.74,3.04
2009081120,0.238,-3.21,133.54,4.66,3.51,-3.32,133.36,4.83,3.41,-3.46,135.39,4.86,3.26,-3.43,136.5,4.73,3.38
2009081121,0.275,-3.31,133.45,4.81,3.63,-3.41,133.23,4.98,3.39,-3.39,135.05,4.8,3,-3.52,139.58,4.62,3.49
2009081122,0.265,-3.23,134.44,4.61,3.41,-3.28,133.83,4.73,3.13,-3.23,135.89,4.5,2.82,-3.46,140.77,4.46,3.29
2009081123,0.243,-2.99,136.16,4.15,2.94,-2.94,135.01,4.16,2.72,-2.98,137.64,4.04,2.67,-3.23,140.4,4.19,2.87
2009081200,0.206,-2.63,138.07,3.53,2.35,-2.49,136.6,3.42,2.22,-2.65,140.05,3.46,2.42,-2.82,139.45,3.72,2.36
2009081201,0.132,-1.98,138.32,2.65,1.71,-2.26,142.82,2.84,1.99,-2.27,138.85,3.02,1.78,-2.25,141.57,2.87,1.76
2009081202,0.132,-1.51,140.03,1.98,1.26,-1.87,146.01,2.26,1.48,-1.7,138.95,2.25,1.23,-1.77,145.17,2.15,1.27
2009081203,0.079,-1.19,141.05,1.53,0.92,-1.56,149.36,1.81,1.05,-1.26,140.32,1.64,0.98,-1.45,145.95,1.75,0.96
2009081204,0.063,-1.07,140.38,1.39,0.74,-1.38,151.86,1.57,0.79,-1.07,143.4,1.33,0.95,-1.28,143.35,1.59,0.89
2009081205,0.069,-1.1,139.86,1.43,0.67,-1.33,153.33,1.49,0.68,-1.06,147.39,1.26,1.01,-1.2,139.98,1.57,0.92
2009081206,0.048,-1.18,142.06,1.49,0.64,-1.37,154.72,1.51,0.61,-1.12,151.37,1.28,1.03,-1.19,139.26,1.58,0.92
2009081207,0.048,-1.23,148.46,1.45,0.62,-1.46,156.94,1.58,0.53,-1.16,155.39,1.28,0.92,-1.22,143.16,1.53,0.76
2009081208,0.042,-1.22,156.79,1.33,0.57,-1.52,159.3,1.62,0.45,-1.15,158.72,1.23,0.71,-1.24,150.14,1.43,0.52
2009081209,0.011,-1.12,162.5,1.17,0.49,-1.45,161.25,1.53,0.38,-1.06,160.11,1.13,0.5,-1.21,157.58,1.31,0.35
2009081210,0,-0.89,159.29,0.96,0.38,-1.19,162.29,1.25,0.37,-0.89,157.59,0.97,0.34,-1.09,162.48,1.14,0.34
2009081211,0,-0.58,142.39,0.74,0.3,-0.8,159.56,0.85,0.41,-0.64,147.62,0.76,0.29,-0.9,162.09,0.95,0.45
2009081212,0,-0.22,109.89,0.66,0.32,-0.37,139.17,0.49,0.51,-0.33,122.79,0.61,0.37,-0.66,150.72,0.76,0.62
2009081213,0,0.02,88.28,0.5,0.68,0.03,87.55,0.69,0.6,-0.4,123.7,0.72,0.75,-0.68,132.06,1.01,0.5
2009081214,0,0.35,66.06,0.86,0.92,0.38,67.36,1,0.92,-0.15,99.16,0.93,0.99,-0.4,111.72,1.07,0.78
2009081215,0,0.63,60.07,1.27,1.21,0.68,60.84,1.39,1.25,0.06,87.4,1.26,1.25,-0.18,97.97,1.26,1.1
2009081216,0,0.86,58.05,1.63,1.54,0.86,60.86,1.76,1.54,0.18,83.27,1.55,1.5,0,89.96,1.5,1.39
2009081217,0,0.99,58.81,1.92,1.85,0.94,63.21,2.08,1.78,0.21,83.37,1.79,1.74,0.14,85.39,1.74,1.64
2009081218,0,0.96,62.86,2.11,2.09,0.93,66.14,2.29,2,0.12,86.62,2,1.97,0.25,82.81,1.98,1.88
2009081219,0,0.75,70.12,2.22,2.2,0.86,68.75,2.36,2.18,-0.07,91.75,2.18,2.17,0.34,81.12,2.2,2.09
2009081220,0,0.53,76.43,2.25,2.17,0.82,69.37,2.32,2.23,-0.2,95.02,2.24,2.27,0.46,78.64,2.31,2.19
2009081221,0,0.48,76.99,2.12,2.01,0.92,65.51,2.21,2.01,-0.08,92.42,2.01,2.17,0.65,73.34,2.26,2.07
2009081222,0,0.74,66.13,1.83,1.73,1.22,54.89,2.12,1.47,0.38,75.36,1.52,1.83,0.95,62.48,2.06,1.68
2009081223,0,1.22,44.53,1.71,1.41,1.64,40.74,2.16,0.86,1.05,39.15,1.36,1.4,1.34,46.46,1.94,1.2
2009081300,0.021,1.74,26.53,1.95,1.14,2.05,28.98,2.35,0.52,1.7,17.09,1.78,1.1,1.75,32.28,2.07,0.87
2009081301,0.058,2.37,22.46,2.57,0.69,2.15,17.71,2.26,1.07,2.14,26.49,2.39,1.62,2.51,32.85,2.98,0.98
2009081302,0.09,2.6,19.25,2.75,1.11,2.44,24.43,2.68,1.19,2.49,25.45,2.76,1.5,2.54,30.65,2.95,0.91
2009081303,0.138,2.77,17.29,2.9,1.43,2.66,28.34,3.02,1.28,2.77,24.85,3.05,1.35,2.6,27.38,2.92,0.86
2009081304,0.148,2.9,15.39,3.01,1.4,2.86,26.11,3.19,1.23,2.95,22.56,3.2,1.17,2.68,23.58,2.92,0.8
2009081305,0.153,3.01,13.64,3.1,1.16,3.04,20.91,3.25,1.09,3.06,19.53,3.25,1.01,2.76,20.03,2.94,0.73
2009081306,0.132,3.1,12.39,3.17,0.95,3.14,16.84,3.28,0.97,3.11,17.3,3.26,0.89,2.83,17.51,2.97,0.68
2009081307,0.116,3.15,11.71,3.22,0.95,3.16,16.75,3.3,0.95,3.13,16.94,3.27,0.85,2.88,16.52,3,0.65
2009081308,0.106,3.19,10.63,3.24,1.06,3.14,18.65,3.32,0.96,3.13,17.05,3.28,0.87,2.91,16.58,3.04,0.6
2009081309,0.164,3.23,7.9,3.26,1.11,3.15,19.35,3.34,0.89,3.16,15.65,3.28,0.9,2.95,16.99,3.09,0.45
2009081310,0.153,3.28,3.02,3.28,0.97,3.23,16.78,3.37,0.66,3.22,11.52,3.28,0.94,3,17.34,3.14,0.17
2009081311,0.18,3.31,358.09,3.31,0.76,3.31,12.9,3.4,0.37,3.25,6.52,3.27,0.98,2.98,18.25,3.14,-0.11
2009081312,0.122,3.29,355.66,3.3,0.61,3.31,10.49,3.37,0.17,3.18,3.1,3.18,1.06,2.82,20.7,3.01,-0.25
