date,final,a,b,c,d,a1,b1,c1,d1,a2,b2,c2,d2,a3,b3,c3,d3
2009091622,0.395,-1.65,252.91,5.6,-5.3,-1.98,249.54,5.66,-5.13,-2.09,247.82,5.54,-4.57,-2.25,243.82,5.09,-5.35
2009091623,0.316,-1.31,254.84,5.03,-4.98,-1.65,251.7,5.25,-5.02,-1.69,251.4,5.29,-4.56,-1.59,250.81,4.82,-4.85
2009091700,0.287,-1.25,253.76,4.46,-4.64,-1.54,251.63,4.89,-4.77,-1.5,252.55,5,-4.48,-1.13,255.85,4.62,-4.29
2009091701,0.316,-1.78,247.89,4.72,-4.43,-1.64,249.73,4.73,-4.34,-1.08,255.96,4.47,-4.01,-1.12,254.43,4.16,-4.37
2009091702,0.296,-2.21,241.96,4.7,-4.05,-1.98,243.94,4.51,-4.11,-1.36,251.68,4.33,-4.04,-1.28,252.48,4.24,-4.15
2009091703,0.464,-2.63,236.03,4.71,-3.67,-2.35,237.36,4.36,-3.8,-1.8,244.61,4.2,-3.93,-1.44,249.92,4.19,-3.9
2009091704,0.425,-2.87,231.34,4.6,-3.34,-2.6,232.06,4.24,-3.4,-2.26,236.42,4.09,-3.71,-1.6,246.63,4.04,-3.59
2009091705,0.366,-2.95,227.86,4.4,-3.07,-2.73,228.32,4.11,-2.98,-2.63,228.54,3.97,-3.38,-1.77,242.45,3.82,-3.26
2009091706,0.395,-2.94,225.6,4.2,-2.85,-2.75,225.97,3.96,-2.57,-2.82,222.38,3.81,-2.97,-1.92,237.17,3.54,-3
2009091707,0.395,-2.87,224.76,4.05,-2.68,-2.7,224.75,3.8,-2.23,-2.78,218.8,3.56,-2.51,-2.07,230.51,3.25,-2.85
2009091708,0.356,-2.79,225.02,3.94,-2.52,-2.63,223.8,3.64,-1.95,-2.65,216.39,3.29,-2.05,-2.23,222.62,3.03,-2.79
2009091709,0.257,-2.68,225.86,3.85,-2.34,-2.6,222.05,3.5,-1.71,-2.62,213.12,3.13,-1.7,-2.45,214.73,2.98,-2.77
2009091710,0.287,-2.57,227.07,3.77,-2.13,-2.64,218.96,3.39,-1.51,-2.81,208.19,3.19,-1.51,-2.72,209,3.11,-2.76
2009091711,0.346,-2.36,230.22,3.69,-2,-2.65,216.99,3.32,-1.44,-3.06,205.26,3.39,-1.5,-2.94,207.01,3.3,-2.84
2009091712,0.395,-2,237.25,3.69,-2.08,-2.52,219.49,3.26,-1.64,-3.14,207.64,3.54,-1.67,-2.97,209.33,3.41,-3.11
2009091713,0.267,-2.16,228.4,3.25,-2.15,-2.87,216.92,3.59,-1.99,-2.74,216,3.38,-2.76,-3.07,221.92,4.13,-2.43
2009091714,0.109,-1.66,239.61,3.28,-2.76,-2.35,229.53,3.63,-2.29,-2.37,224.03,3.29,-3.05,-2.85,226.95,4.18,-2.83
2009091715,0.089,-1.17,248.62,3.2,-3.17,-1.76,240.96,3.62,-2.36,-2.04,229.22,3.12,-3,-2.52,229.98,3.92,-2.98
2009091716,0.109,-0.78,253.67,2.78,-3.15,-1.22,248.85,3.38,-2.09,-1.88,227.98,2.82,-2.72,-2.13,231.96,3.45,-2.67
2009091717,0.188,-0.49,256.82,2.15,-2.78,-0.8,253.92,2.89,-1.65,-1.81,222.28,2.45,-2.33,-1.75,233.11,2.92,-2.09
2009091718,0.217,-0.24,261.04,1.55,-2.15,-0.54,256.01,2.22,-1.28,-1.67,217.41,2.1,-1.99,-1.49,233.16,2.48,-1.53
2009091719,0.178,0,269.82,1.23,-1.43,-0.45,252.38,1.5,-1.17,-1.35,220.72,1.79,-1.79,-1.38,232.27,2.26,-1.23
2009091720,0.148,0.21,280.21,1.17,-0.77,-0.5,237.01,0.92,-1.22,-0.9,233.49,1.52,-1.7,-1.27,233.11,2.12,-1.16
2009091721,0.119,0.36,286.43,1.29,-0.39,-0.62,212.24,0.73,-1.28,-0.4,252.82,1.34,-1.63,-0.94,240.05,1.88,-1.23
2009091722,0.059,0.44,287.73,1.45,-0.4,-0.74,208.17,0.84,-1.21,0.08,273.84,1.21,-1.51,-0.28,259.62,1.53,-1.38
2009091723,0.02,0.45,286.62,1.58,-0.59,-0.78,216.94,0.98,-0.91,0.42,294.75,1,-1.26,0.37,286.52,1.31,-1.51
2009091800,0,0.4,284.92,1.57,-0.67,-0.64,226.35,0.93,-0.33,0.51,327.17,0.6,-0.8,0.56,304.8,0.97,-1.52
2009091801,0,-0.29,236.28,0.53,0.55,0.27,63.92,0.61,-0.12,-0.02,259.78,0.12,0.08,1.19,3.93,1.19,-0.44
2009091802,0,0.12,43.97,0.16,1.46,-0.18,96.89,1.47,0.58,-1,149.99,1.16,0.8,1.06,37.1,1.33,0.11
2009091803,0,0.38,67.25,0.98,2.06,-0.67,108.06,2.17,1.02,-1.89,151.7,2.14,1.36,1.05,52.38,1.72,0.91
2009091804,0,0.34,79.57,1.88,2.15,-1.07,116.48,2.4,1.03,-2.26,155.51,2.49,1.79,1.1,58.42,2.1,1.85
2009091805,0,0.05,88.95,2.73,1.95,-1.26,122.9,2.33,0.91,-2.16,157.19,2.35,2.11,1.11,62.32,2.39,2.73
2009091806,0,-0.38,96.56,3.37,1.83,-1.16,122.35,2.16,1.05,-1.73,148.74,2.02,2.38,0.97,67.77,2.57,3.34
2009091807,0.01,-0.85,103.55,3.63,2.02,-0.71,109.47,2.14,1.71,-1.11,122.94,2.04,2.61,0.63,76.45,2.69,3.53
2009091808,0.03,-1.2,109.35,3.61,2.41,-0.14,93.43,2.41,2.57,-0.45,99.89,2.61,2.79,0.21,85.68,2.8,3.41
2009091809,0.049,-1.26,111.72,3.42,2.77,0.28,84.17,2.79,3.2,0.08,88.52,3.2,2.86,-0.11,92.15,2.86,3.17
2009091810,0.168,-0.98,108,3.16,2.94,0.36,83.07,2.96,3.27,0.36,83.71,3.29,2.82,-0.2,94.14,2.83,3
2009091811,0.247,-0.57,100.89,3.01,2.98,0.11,87.97,2.99,3.03,0.39,82.62,3.06,2.79,-0.2,94.15,2.79,2.95
2009091812,0.138,-0.36,96.71,3.09,3.02,-0.39,97.33,3.04,2.87,0.22,85.59,2.88,2.89,-0.28,95.54,2.9,3.06
2009091813,0.119,-1.04,108.47,3.28,3.05,-0.11,92.07,3.05,3.2,-0.58,100.23,3.25,4.19,-0.49,96.72,4.22,3.12
2009091814,0.069,-1.77,119.32,3.62,3.39,-0.56,99.3,3.44,3.53,-1.07,106.83,3.69,4.36,-1.09,104.01,4.49,3.16
2009091815,0.109,-2.51,130.08,3.9,3.59,-1.07,106.53,3.75,3.64,-1.69,114.89,4.01,4.07,-1.93,115.31,4.51,2.99
2009091816,0.188,-3.2,142.19,4.05,3.41,-1.61,115.35,3.77,3.33,-2.38,125.59,4.09,3.44,-2.91,130.24,4.51,2.48
2009091817,0.158,-3.84,155.86,4.2,2.83,-2.26,128.55,3.62,2.64,-3.13,139.84,4.09,2.55,-3.94,147.1,4.7,1.72
2009091818,0.119,-4.45,169.55,4.52,1.91,-3.07,148.07,3.62,1.69,-3.92,156.73,4.27,1.48,-4.91,163.24,5.13,0.82
2009091819,0.089,-5.05,181.02,5.05,0.74,-4.08,169.74,4.14,0.6,-4.74,172.8,4.77,0.33,-5.72,176.7,5.73,-0.09
2009091820,0.059,-5.59,188.95,5.65,-0.45,-5.07,185.01,5.09,-0.43,-5.45,184.55,5.46,-0.71,-6.3,186.43,6.34,-0.88
2009091821,0.336,-6.01,193.22,6.18,-1.34,-5.79,193.06,5.95,-1.2,-5.91,191.45,6.03,-1.43,-6.57,192.28,6.73,-1.41
2009091822,0.573,-6.28,194.34,6.48,-1.75,-6.06,196.15,6.31,-1.55,-6.03,194.38,6.22,-1.7,-6.52,194.57,6.74,-1.6
2009091823,0.553,-6.36,193.92,6.55,-1.82,-5.98,196.94,6.25,-1.6,-5.89,195.15,6.11,-1.64,-6.23,194.75,6.44,-1.58
2009091900,0.375,-6.24,193.45,6.41,-1.78,-5.74,197.19,6.01,-1.53,-5.66,195.16,5.86,-1.47,-5.82,194.19,6.01,-1.49
2009091901,0.306,-5.48,198.21,5.77,-1.51,-5.43,195.53,5.64,-1.37,-5.4,194.2,5.58,-1.2,-5.58,192.13,5.71,-1.8
2009091902,0.425,-5.18,200.32,5.52,-1.56,-5.19,196.73,5.42,-1.38,-5,195.46,5.18,-1.43,-5.23,195.31,5.43,-1.92
2009091903,0.593,-4.78,203.62,5.22,-1.7,-4.9,199.11,5.19,-1.54,-4.6,198.52,4.85,-1.77,-4.74,200.48,5.06,-2.09
2009091904,0.662,-4.26,208.31,4.84,-1.92,-4.53,202.96,4.92,-1.85,-4.22,203.67,4.61,-2.16,-4.17,207.41,4.7,-2.3
2009091905,0.553,-3.68,214.03,4.44,-2.16,-4.09,207.88,4.63,-2.23,-3.84,210.11,4.44,-2.54,-3.59,215.3,4.39,-2.48
2009091906,0.494,-3.14,219.8,4.08,-2.38,-3.65,213.06,4.35,-2.58,-3.47,216.65,4.32,-2.83,-3.06,222.8,4.17,-2.61
2009091907,0.326,-2.72,224.33,3.8,-2.5,-3.24,217.59,4.09,-2.82,-3.09,222.33,4.19,-2.99,-2.65,228.44,3.99,-2.65
2009091908,0.287,-2.43,227.23,3.58,-2.54,-2.91,221.09,3.86,-2.91,-2.74,226.71,4,-2.99,-2.35,231.84,3.8,-2.63
2009091909,0.237,-2.28,228.48,3.45,-2.51,-2.67,223.21,3.66,-2.83,-2.43,229.34,3.73,-2.83,-2.14,232.96,3.54,-2.58
2009091910,0.188,-2.25,228.58,3.4,-2.43,-2.53,223.92,3.51,-2.59,-2.18,230,3.38,-2.54,-1.98,232.07,3.22,-2.55
2009091911,0.178,-2.2,229.57,3.4,-2.39,-2.41,224.81,3.39,-2.37,-1.95,230.45,3.07,-2.28,-1.82,231.43,2.92,-2.59
2009091912,0.168,-2.01,233.86,3.42,-2.45,-2.2,228.15,3.29,-2.35,-1.73,233.68,2.92,-2.24,-1.58,234.84,2.74,-2.76
2009091913,0.158,-1.83,235.5,3.23,-2.67,-1.47,241.12,3.05,-2.53,-1.21,244.37,2.81,-3.09,-1.03,251.58,3.26,-2.66
2009091914,0.069,-1.37,244.67,3.21,-3.14,-1.21,248.89,3.36,-2.95,-0.81,254.68,3.06,-3.31,-0.75,257.24,3.39,-2.9
2009091915,0.079,-0.93,252.87,3.14,-3.49,-0.98,254.31,3.63,-3.24,-0.48,261.62,3.27,-3.31,-0.66,258.78,3.38,-3
2009091916,0.099,-0.58,258.62,2.94,-3.56,-0.81,257.12,3.65,-3.2,-0.31,264.5,3.21,-3.19,-0.7,257.58,3.27,-2.88
2009091917,0.069,-0.37,262.16,2.71,-3.47,-0.72,258.22,3.55,-3.04,-0.31,264.25,3.06,-3.1,-0.86,254.54,3.21,-2.68
2009091918,0.099,-0.32,263.15,2.64,-3.47,-0.73,258.18,3.55,-3.07,-0.45,261.61,3.11,-3.18,-1.09,251.12,3.37,-2.63
2009091919,0.148,-0.41,261.73,2.88,-3.7,-0.81,257.67,3.78,-3.47,-0.7,258.55,3.54,-3.54,-1.35,249.13,3.79,-2.85
2009091920,0.208,-0.55,260.02,3.19,-3.95,-0.85,257.8,4.04,-3.95,-0.9,257.24,4.05,-3.93,-1.49,249.24,4.2,-3.15
2009091921,0.208,-0.6,259.54,3.29,-3.95,-0.73,259.57,4.02,-4.13,-0.84,258.46,4.22,-4.04,-1.33,251.74,4.25,-3.23
2009091922,0.217,-0.44,261.48,2.97,-3.53,-0.36,264.26,3.55,-3.76,-0.44,263.34,3.78,-3.67,-0.79,257.9,3.75,-2.93
2009091923,0.188,-0.12,267.33,2.54,-2.97,0.08,271.51,2.97,-3.16,0.12,272.26,3.16,-3.09,-0.09,268.33,3.1,-2.54
2009092000,0.227,0.29,276.79,2.48,-2.64,0.32,276.96,2.65,-2.83,0.57,281.49,2.88,-2.72,0.43,279,2.75,-2.46
2009092001,0.247,0.19,273.98,2.8,-3.07,0.69,282.76,3.15,-2.82,0.53,280.7,2.87,-3.27,0.54,279.35,3.31,-2.79
2009092002,0.257,-0.21,266.19,3.16,-3.55,0.5,277.98,3.58,-3.17,0.29,275.3,3.18,-3.46,0.32,275.34,3.47,-3.15
2009092003,0.168,-0.73,257.62,3.4,-3.76,0.05,270.76,3.76,-3.41,-0.13,267.84,3.41,-3.35,-0.03,269.51,3.35,-3.32
2009092004,0.109,-1.22,247.99,3.25,-3.35,-0.56,260.51,3.4,-3.29,-0.59,259.77,3.34,-3.06,-0.45,261.63,3.09,-3.01
2009092005,0.059,-1.6,236.79,2.92,-2.61,-1.18,245.77,2.87,-2.92,-1.02,250.74,3.1,-2.71,-0.85,252.61,2.84,-2.44
2009092006,0.059,-1.81,227.16,2.66,-1.98,-1.62,230.63,2.56,-2.52,-1.35,241.86,2.86,-2.46,-1.13,245.33,2.71,-1.95
2009092007,0.059,-1.82,224.72,2.56,-1.77,-1.77,224.99,2.51,-2.25,-1.53,235.87,2.72,-2.41,-1.23,243.03,2.7,-1.8
2009092008,0.049,-1.72,228.25,2.59,-1.91,-1.72,228.07,2.57,-2.16,-1.6,233.46,2.69,-2.48,-1.18,244.52,2.75,-1.93
2009092009,0.02,-1.62,233.24,2.71,-2.2,-1.6,234.06,2.72,-2.24,-1.63,234.01,2.77,-2.58,-1.08,247.18,2.8,-2.17
2009092010,0,-1.6,236.51,2.9,-2.49,-1.51,238.8,2.91,-2.48,-1.64,236.57,2.97,-2.62,-0.99,249.22,2.8,-2.42
2009092011,0.02,-1.56,239.88,3.11,-2.81,-1.4,243.58,3.14,-2.85,-1.58,241.1,3.26,-2.68,-0.91,251.15,2.83,-2.69
2009092012,0.04,-1.38,245.75,3.36,-3.25,-1.17,250.21,3.45,-3.32,-1.36,247.79,3.59,-2.88,-0.84,253.74,3,-3.06
2009092013,0.069,-0.76,258.77,3.9,-3.84,-0.93,256.37,3.95,-3.29,-0.75,257.09,3.37,-3.75,-1.52,247.88,4.05,-3.83
2009092014,0.03,-0.25,266.76,4.39,-4.29,-0.38,264.99,4.31,-3.78,-0.61,260.79,3.82,-4.26,-1.28,253.2,4.45,-4.38
2009092015,0.069,0.26,273.17,4.7,-4.57,0.19,272.39,4.58,-4.16,-0.37,264.98,4.18,-4.59,-0.89,259.01,4.67,-4.69
2009092016,0.089,0.67,278.22,4.66,-4.61,0.66,278.17,4.66,-4.32,0.01,270.11,4.32,-4.77,-0.41,265.09,4.78,-4.62
2009092017,0.099,0.92,281.97,4.45,-4.54,0.95,281.83,4.64,-4.35,0.41,275.35,4.37,-4.83,0.06,270.73,4.83,-4.35
2009092018,0.138,0.98,283.29,4.29,-4.55,0.97,282.1,4.65,-4.4,0.7,279.06,4.45,-4.79,0.42,275.01,4.81,-4.17
2009092019,0.247,0.85,281.27,4.36,-4.75,0.71,278.51,4.8,-4.58,0.8,279.85,4.65,-4.7,0.6,277.23,4.74,-4.27
2009092020,0.306,0.66,278.23,4.59,-5.01,0.38,274.32,5.02,-4.81,0.73,278.6,4.87,-4.59,0.64,277.99,4.64,-4.55
2009092021,0.336,0.58,276.85,4.83,-5.13,0.26,272.86,5.13,-4.98,0.57,276.57,5.02,-4.5,0.65,278.22,4.55,-4.79
2009092022,0.296,0.74,278.67,4.91,-4.94,0.54,276.22,4.97,-4.99,0.42,274.78,5,-4.46,0.69,278.8,4.51,-4.86
2009092023,0.375,1.13,283.61,4.81,-4.45,1.07,283.5,4.58,-4.8,0.38,274.54,4.82,-4.39,0.8,280.39,4.46,-4.67
2009092100,0.464,1.69,291.89,4.54,-3.74,1.61,293.34,4.07,-4.43,0.6,277.75,4.47,-4.2,1.02,283.69,4.32,-4.22
2009092101,0.435,1.99,304.87,3.49,-3.88,1.16,286.61,4.05,-3.84,1.37,289.69,4.08,-3.89,1.9,296.03,4.33,-2.86
2009092102,0.326,2.32,319.1,3.06,-3.3,1.9,299.94,3.81,-3.39,1.88,299.04,3.88,-3.6,2.39,303.56,4.32,-2.01
2009092103,0.208,2.74,333.62,3.06,-2.82,2.62,312.87,3.85,-2.96,2.57,310.88,3.92,-3.3,3.07,312.95,4.5,-1.36
2009092104,0.158,3.39,342.3,3.56,-2.55,3.16,321.09,4.06,-2.66,3.43,322.22,4.34,-2.99,3.84,322.16,4.87,-1.08
2009092105,0.316,4.15,344.24,4.31,-2.41,3.59,326.11,4.32,-2.45,4.39,330.8,5.03,-2.69,4.58,329.58,5.31,-1.17
2009092106,0.464,4.86,341.89,5.11,-2.26,4,330.55,4.6,-2.31,5.35,336.66,5.82,-2.42,5.11,334.69,5.66,-1.59
2009092107,0.573,5.38,337.43,5.83,-2.03,4.49,335.68,4.93,-2.19,6.2,340.53,6.58,-2.19,5.36,337.79,5.79,-2.24
2009092108,0.662,5.74,334.03,6.39,-1.84,4.99,339.78,5.31,-2.14,6.86,342.7,7.18,-1.98,5.45,340.06,5.8,-2.8
2009092109,0.702,5.98,334.26,6.63,-1.85,5.4,341.06,5.71,-2.18,7.22,343.18,7.54,-1.75,5.56,342.55,5.83,-2.88
2009092110,0.672,6.14,339.75,6.54,-2.17,5.67,339.06,6.07,-2.34,7.24,342.11,7.61,-1.49,5.83,345.64,6.02,-2.26
2009092111,0.504,6.31,348.09,6.45,-2.55,5.89,336.63,6.42,-2.46,7.08,340.83,7.5,-1.27,6.15,348.3,6.28,-1.33
2009092112,0.642,6.58,354.61,6.61,-2.66,6.18,336.74,6.73,-2.38,6.96,341.09,7.36,-1.17,6.36,349.54,6.46,-0.62
2009092113,0.534,6.63,340.98,7.01,-1.97,7.05,344.43,7.32,-1.23,6.36,349.04,6.48,-0.1,6.51,359.12,6.51,-2.29
2009092114,0.543,7.12,347.28,7.3,-1.18,7.3,350.81,7.39,-1.3,6.33,348.38,6.47,0.35,7.31,2.75,7.32,-1.61
2009092115,0.504,7.51,353.11,7.57,-0.04,7.61,359.7,7.61,-1.19,6.52,349.63,6.63,0.6,7.73,4.45,7.75,-0.91
2009092116,0.514,7.69,357.13,7.7,1.37,7.88,9.84,8,-0.78,7.06,353.71,7.1,0.73,7.83,5.33,7.86,-0.39
2009092117,0.375,7.67,0.52,7.67,2.62,8.02,18.12,8.44,-0.2,7.72,358.54,7.72,0.89,7.7,6.61,7.75,0.07
2009092118,0.267,7.52,4.94,7.55,3.23,7.92,22.21,8.56,0.34,8.16,2.42,8.17,1.26,7.44,9.63,7.54,0.65
2009092119,0.198,7.29,11.27,7.43,2.88,7.53,20.91,8.06,0.68,8.13,4.8,8.16,1.92,7.11,15.09,7.37,1.45
2009092120,0.247,6.97,17.32,7.3,1.95,6.96,15.64,7.23,0.83,7.75,6.09,7.79,2.56,6.71,20.86,7.18,2.17
2009092121,0.257,6.54,20.22,6.97,1.02,6.37,9.07,6.45,0.82,7.19,6.52,7.23,2.78,6.2,24.17,6.8,2.41
2009092122,0.425,6.02,17.63,6.31,0.53,5.89,5.11,5.91,0.73,6.63,6.26,6.67,2.33,5.58,22.71,6.04,1.91
2009092123,0.781,5.51,10.94,5.61,0.43,5.55,4.38,5.57,0.64,6.15,5.94,6.18,1.52,4.98,16.94,5.21,1.06
2009092200,0.613,5.14,4.43,5.15,0.54,5.38,5.69,5.41,0.67,5.79,6.56,5.83,0.78,4.6,9.63,4.67,0.4
2009092201,0.563,5.38,7.51,5.42,0.87,5.6,8.86,5.67,0.47,4.55,5.85,4.57,-0.2,5.1,357.77,5.11,0.71
2009092202,0.613,5.44,9.3,5.52,1.17,5.47,12.03,5.6,0.5,4.69,6.05,4.72,0.11,5.21,1.2,5.21,0.89
2009092203,0.474,5.48,10.95,5.58,1.42,5.31,14.94,5.49,0.69,4.83,8.18,4.88,0.53,5.09,5.94,5.12,1.06
2009092204,0.484,5.4,12.57,5.53,1.52,5.01,16.86,5.23,0.91,4.81,10.69,4.9,0.99,4.81,11.63,4.91,1.2
2009092205,0.326,5.2,14.6,5.37,1.5,4.57,18.11,4.81,1.1,4.61,13.48,4.74,1.39,4.38,17.54,4.6,1.35
2009092206,0.267,4.89,17.65,5.13,1.4,4.02,19.22,4.25,1.28,4.24,16.77,4.43,1.61,3.87,22.66,4.19,1.56
2009092207,0.336,4.49,22.16,4.85,1.28,3.37,20.84,3.61,1.42,3.75,20.69,4.01,1.6,3.3,25.87,3.67,1.83
2009092208,0.198,4.05,27.42,4.56,1.2,2.76,23.55,3.01,1.48,3.25,24.42,3.57,1.42,2.81,26.76,3.14,2.1
2009092209,0.168,3.61,32.2,4.26,1.21,2.31,27.62,2.61,1.4,2.86,26.1,3.18,1.17,2.53,24.82,2.78,2.27
2009092210,0.148,3.2,35.45,3.93,1.34,2.12,32.35,2.51,1.17,2.66,23.68,2.91,0.95,2.54,20.58,2.71,2.28
2009092211,0.059,2.82,38.04,3.58,1.57,2.08,37.08,2.6,0.92,2.66,18.99,2.82,0.83,2.74,16.8,2.86,2.21
2009092212,0.059,2.43,41.75,3.26,1.83,2.02,42.27,2.72,0.82,2.82,16.15,2.94,0.83,2.95,15.69,3.07,2.17
2009092213,0.04,1.82,48.68,2.76,0.97,3.1,17.46,3.25,0.97,3.07,17.49,3.22,0.63,3.26,11,3.32,2.07
2009092214,0.049,1.58,54.47,2.72,1.22,3.41,19.73,3.62,1.1,3.16,19.14,3.34,0.77,3.54,12.33,3.62,2.21
2009092215,0.128,1.43,56.76,2.61,1.33,3.67,19.93,3.91,1.03,3.31,17.23,3.47,0.54,3.8,8.03,3.83,2.18
2009092216,0.158,1.46,52.93,2.42,1.15,3.82,16.69,3.99,0.66,3.6,10.44,3.66,0.08,4.03,1.11,4.03,1.93
2009092217,0.099,1.59,44.53,2.23,0.82,3.89,11.87,3.97,0.23,3.86,3.39,3.87,-0.35,4.25,355.28,4.26,1.57
2009092218,0.148,1.7,35.59,2.1,0.58,3.94,8.33,3.98,0.03,3.88,0.43,3.88,-0.48,4.49,353.91,4.51,1.22
2009092219,0.128,1.71,29.93,1.97,0.57,4,8.16,4.04,0.26,3.52,4.17,3.53,-0.15,4.73,358.19,4.73,0.98
2009092220,0.099,1.63,25.16,1.8,0.65,4.04,9.13,4.09,0.64,2.98,12.09,3.04,0.34,4.82,3.99,4.84,0.77
2009092221,0.119,1.55,15.85,1.61,0.56,3.98,8.01,4.02,0.78,2.53,17.2,2.65,0.57,4.57,7.04,4.61,0.44
2009092222,0.247,1.51,357.01,1.51,0.16,3.8,2.36,3.8,0.43,2.39,10.22,2.43,0.26,3.88,3.87,3.89,-0.08
2009092223,0.257,1.5,336.35,1.64,-0.37,3.51,353.96,3.53,-0.17,2.5,356.11,2.5,-0.28,3.06,354.72,3.07,-0.66
2009092300,0.277,1.52,323.7,1.89,-0.75,3.19,346.85,3.28,-0.65,2.7,346.54,2.78,-0.64,2.51,345.68,2.59,-1.12
2009092301,0.247,2.9,345.35,2.99,-0.71,2.89,346.1,2.98,-0.49,2.52,348.91,2.57,-0.84,3.4,346.13,3.51,-0.76
2009092302,0.366,2.69,349.95,2.73,-0.44,2.98,351.51,3.01,0.01,2.9,0.14,2.9,-0.51,3.74,352.22,3.78,-0.48
2009092303,0.445,2.65,359,2.65,0,2.92,0.07,2.92,0.6,3.35,10.19,3.4,-0.2,4.05,357.21,4.06,-0.05
2009092304,0.474,2.82,8.33,2.85,0.48,2.66,10.22,2.7,1.08,3.6,16.66,3.76,0.13,4.3,1.75,4.3,0.41
2009092305,0.464,3.06,15.49,3.17,0.88,2.28,21.04,2.45,1.42,3.67,21.2,3.94,0.56,4.44,7.19,4.47,0.85
2009092306,0.474,3.22,20.82,3.44,1.1,1.87,30.52,2.17,1.68,3.62,24.85,3.99,1.19,4.42,15.06,4.57,1.22
2009092307,0.455,3.18,25.43,3.52,1.09,1.52,35.82,1.87,1.87,3.51,28.06,3.98,2.05,4.2,25.96,4.68,1.51
2009092308,0.326,2.98,29.72,3.43,0.94,1.31,35.61,1.61,2.05,3.41,30.96,3.98,2.88,3.83,36.92,4.79,1.7
2009092309,0.128,2.69,33.54,3.23,0.76,1.35,29.44,1.56,2.24,3.38,33.5,4.06,3.35,3.34,45.11,4.73,1.78
2009092310,0.128,2.38,36.62,2.97,0.68,1.68,22.05,1.81,2.48,3.46,35.63,4.25,3.28,2.8,49.47,4.31,1.77
2009092311,0.168,2.16,39.41,2.79,0.75,2.08,19.85,2.21,2.79,3.57,37.97,4.53,2.96,2.35,51.57,3.78,1.77
2009092312,0.148,2.13,42.15,2.88,1.03,2.29,24.19,2.51,3.19,3.63,41.27,4.83,2.87,2.16,53.04,3.59,1.93
2009092313,0.208,2.13,35.69,2.62,3.68,3.57,45.9,5.13,3.3,2.29,55.2,4.01,4.53,1.79,68.48,4.87,1.53
2009092314,0.138,1.74,50.69,2.74,4.21,3.39,51.14,5.41,4.02,2.49,58.27,4.73,5.08,1.28,75.9,5.23,2.12
2009092315,0.168,1.33,63.23,2.94,4.7,3.14,56.27,5.65,4.68,2.39,62.92,5.26,5.35,0.73,82.23,5.4,2.63
2009092316,0.119,1.06,70.1,3.11,5.08,2.82,61.01,5.81,4.98,1.77,70.49,5.29,5.38,0.17,88.22,5.39,2.92
2009092317,0.237,0.88,73.91,3.17,5.38,2.39,66.06,5.89,5.02,0.84,80.48,5.09,5.32,-0.38,94.08,5.33,3.04
2009092318,0.158,0.68,77.6,3.15,5.61,1.79,72.27,5.89,4.95,-0.04,90.41,4.95,5.29,-0.87,99.36,5.37,3.08
2009092319,0.158,0.37,83.15,3.11,5.79,1.02,79.98,5.88,4.89,-0.59,96.93,4.92,5.36,-1.3,103.59,5.51,3.08
2009092320,0.208,-0.02,90.34,2.99,5.76,0.25,87.55,5.77,4.76,-0.87,100.38,4.84,5.19,-1.7,108.09,5.47,2.99
2009092321,0.178,-0.44,99.14,2.75,5.37,-0.31,93.34,5.38,4.45,-0.99,102.51,4.56,4.39,-2.14,116.04,4.88,2.72
2009092322,0.148,-0.84,110.81,2.36,4.53,-0.51,96.45,4.56,3.87,-1.05,105.14,4.01,2.72,-2.65,134.24,3.8,2.21
2009092323,0.158,-1.16,127,1.93,3.47,-0.52,98.5,3.51,3.11,-1.12,109.83,3.3,0.77,-3.02,165.77,3.12,1.54
2009092400,0.138,-1.36,147.61,1.61,2.49,-0.58,103.04,2.55,2.28,-1.27,119.02,2.61,-0.72,-3,193.41,3.09,0.86
2009092401,0.178,-0.87,115.58,2.01,1.51,-1.52,135.25,2.14,-1.18,-2.47,205.57,2.74,1.44,-0.32,102.64,1.48,1.81
2009092402,0.138,-1.34,134.35,1.91,0.81,-1.81,155.83,1.99,-0.99,-1.78,209.05,2.04,1.55,-0.07,92.52,1.55,1.37
2009092403,0.099,-1.87,152.07,2.11,0.22,-2.06,173.94,2.07,-0.72,-1.42,206.87,1.59,1.64,-0.57,109.12,1.73,0.99
2009092404,0.059,-2.35,166.63,2.42,-0.27,-2.19,186.93,2.2,-0.81,-1.72,205.3,1.91,1.67,-1.54,132.74,2.27,0.56
2009092405,0.01,-2.76,177.45,2.76,-0.63,-2.25,195.54,2.34,-1.12,-2.39,205.18,2.64,1.53,-2.61,149.61,3.02,0.12
2009092406,0.069,-3.05,184.38,3.06,-0.85,-2.33,200.06,2.48,-1.35,-2.96,204.52,3.26,1.1,-3.36,161.91,3.53,-0.23
2009092407,0.138,-3.22,187.82,3.25,-0.94,-2.48,200.75,2.66,-1.28,-3.12,202.38,3.37,0.33,-3.51,174.67,3.53,-0.44
2009092408,0.119,-3.34,188.85,3.38,-0.95,-2.7,199.42,2.86,-1.01,-3,198.63,3.17,-0.5,-3.29,188.67,3.32,-0.52
2009092409,0.049,-3.47,188.19,3.51,-0.95,-2.95,197.86,3.1,-0.7,-2.87,193.7,2.96,-1.03,-3.03,198.81,3.2,-0.5
2009092410,0.079,-3.67,186.59,3.7,-0.98,-3.2,197,3.34,-0.48,-2.94,189.29,2.98,-1.01,-2.99,198.71,3.15,-0.42
